source,source_url,playlist_index,video_id,title,url,channel,uploader,duration,upload_date,thumbnail
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,36,G6IlDzj8OjA,"GTM Is You - Victoria Melnikova, Evil Martians",https://www.youtube.com/watch?v=G6IlDzj8OjA,AI Engineer,,755,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,37,qdZzND79mcg,"Beyond the Harness: A Journey Towards Adaptative Engineering - Rajiv Chandegra, Annicha Labs",https://www.youtube.com/watch?v=qdZzND79mcg,AI Engineer,,2221,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,38,1IdzkRVmWAA,"How we taught agents to use good retrieval - Hanna Lichtenberg, Mixedbread AI",https://www.youtube.com/watch?v=1IdzkRVmWAA,AI Engineer,,868,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,39,2e9ANoOEn28,"What if the harness mattered more than the model? - Aditya Bhargava, Etsy",https://www.youtube.com/watch?v=2e9ANoOEn28,AI Engineer,,1924,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,40,CDqzWpwkSls,"Build AI Systems for Discernment, Not Approval - Angel Ortmann Lee, Duolingo",https://www.youtube.com/watch?v=CDqzWpwkSls,AI Engineer,,1553,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,41,CLttOU7n6sI,"Respect The Process - Andrew Dumit, Watershed Technology Inc.",https://www.youtube.com/watch?v=CLttOU7n6sI,AI Engineer,,1003,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,42,bRnoEpoK5m4,"The Pipeline Is Dead - Iris ten Teije, Sky Valley Ambient Computing",https://www.youtube.com/watch?v=bRnoEpoK5m4,AI Engineer,,1190,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,43,UcYoMg-8-L8,"500 people vibe-coded for 30 days. I was one of them. - Sanja Grbic, Automattic",https://www.youtube.com/watch?v=UcYoMg-8-L8,AI Engineer,,1069,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,44,Rx8f05JI_WA,"SWE-Marathon: Evaluating Coding Agents at Billion-Token Scale - Rishi Desai, Abundant AI",https://www.youtube.com/watch?v=Rx8f05JI_WA,AI Engineer,,778,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,45,9fubhllmsBU,"Field Guide to Fable — Thariq Shihipar, Anthropic",https://www.youtube.com/watch?v=9fubhllmsBU,AI Engineer,,1168,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,46,kZsf_Sfm7RU,"The Missing Layer After Launch - Raphael Kalandadze, Wandero AI",https://www.youtube.com/watch?v=kZsf_Sfm7RU,AI Engineer,,1173,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,47,2IxD9OB3XuQ,"Continual Learning for AI Agents: From Failures to Durable Improvements - Soheil Feizi, RELAI",https://www.youtube.com/watch?v=2IxD9OB3XuQ,AI Engineer,,1355,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,48,sAOBXCDiDOs,"MCP Apps: Primitives, discovery, and the Future of Software - Pietro Zullo, Manufact, Inc",https://www.youtube.com/watch?v=sAOBXCDiDOs,AI Engineer,,1734,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,49,d_Ftrl3vfV0,"Your AI Product Will Fail Unless You Can Explain It - Veronica Hylak, Hey AI",https://www.youtube.com/watch?v=d_Ftrl3vfV0,AI Engineer,,362,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,50,hVJOnuhFmTA,"The Prompt Is Still a Punch Card - Ted Johnson, JoinIn AI",https://www.youtube.com/watch?v=hVJOnuhFmTA,AI Engineer,,1213,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,51,UNzCG3lw6O0,Building Great Agent Skills: The Missing Manual,https://www.youtube.com/watch?v=UNzCG3lw6O0,AI Engineer,,1243,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,52,fWXJM-J0ZB8,"Frontier results, on device - RL Nabors, Arize",https://www.youtube.com/watch?v=fWXJM-J0ZB8,AI Engineer,,1852,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,53,spNAUEgq_A8,"The Future Is Domain-Specific Agents - Justin Schroeder, StandardAgents",https://www.youtube.com/watch?v=spNAUEgq_A8,AI Engineer,,1838,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,54,6bmM45jkMDY,"You Can't Prompt the Room: The Last Skill AI Won't Replace - Balázs Horváth, VisualLabs",https://www.youtube.com/watch?v=6bmM45jkMDY,AI Engineer,,945,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,55,APh1Vx0oLmQ,"Deterministic Infra for Non-Deterministic AI Agents - Nishant Gupta, Meta Superintelligence Labs",https://www.youtube.com/watch?v=APh1Vx0oLmQ,AI Engineer,,434,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,56,pSto5YaNGUo,"The Agentic AI Engineer - Benedikt Sanftl, Mutagent",https://www.youtube.com/watch?v=pSto5YaNGUo,AI Engineer,,2090,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,57,DqtmZE6Hl0g,"The Prompt is the Platform - Dominik Tornow, Resonate HQ",https://www.youtube.com/watch?v=DqtmZE6Hl0g,AI Engineer,,1053,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,58,LrGCT7G_rU8,Using RL Agent to Detect and Remediate ETL Pipeline Failures - Anna Marie Benzon,https://www.youtube.com/watch?v=LrGCT7G_rU8,AI Engineer,,881,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,59,Lc8zRh9muoY,"Your Agent Failed in Prod. Good Luck Reproducing It. - Tisha Chawla & Susheem Koul, Microsoft",https://www.youtube.com/watch?v=Lc8zRh9muoY,AI Engineer,,850,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,60,65X0pQ6Lmbg,"Voice In, Visuals Out: The Agony and the Ecstasy - Allen Pike, Forestwalk Labs",https://www.youtube.com/watch?v=65X0pQ6Lmbg,AI Engineer,,785,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,61,Iwe_RY-fYgI,"AI-Driven Multi-Document Correlation for Financial Compliance - Varsha Shah, Independent",https://www.youtube.com/watch?v=Iwe_RY-fYgI,AI Engineer,,1140,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,62,dRmWYHuIJxM,"We Cut 94% of AI Coding Tokens With a Local Code Index - Rajkumar Sakthivel, Tesco",https://www.youtube.com/watch?v=dRmWYHuIJxM,AI Engineer,,643,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,63,uiP88SpCi1Q,"Your Agent Is Wasting Tokens and You Don't Know It - Erik Hanchett, AWS",https://www.youtube.com/watch?v=uiP88SpCi1Q,AI Engineer,,355,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,64,akk6KRlcwW4,"OpenClaw in Your Hand: Building a Physical AI Terminal - Lech Kalinowski, Callstack",https://www.youtube.com/watch?v=akk6KRlcwW4,AI Engineer,,1476,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,65,Akm1sqvWG4A,"Bypassing the Multimodal Tax: Hybrid RAG, SQL RRF & UI Telemetry - Abed Matini, Ogilvy",https://www.youtube.com/watch?v=Akm1sqvWG4A,AI Engineer,,2748,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,66,T0HhO4YtTfE,"AI System Design: From Idea to Production - Apoorva Joshi, MongoDB",https://www.youtube.com/watch?v=T0HhO4YtTfE,AI Engineer,,1733,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,67,XovaGv4f39A,"When All Context Matters: Extended Cache Augmented Generation - Luis Romero-Sevilla, Orbis",https://www.youtube.com/watch?v=XovaGv4f39A,AI Engineer,,352,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,68,OXMMN-XbxwA,"Research to Reality: Bringing Frontier ML Research to Production - Vaidas Razgaitis, Higharc",https://www.youtube.com/watch?v=OXMMN-XbxwA,AI Engineer,,897,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,69,whue9_YquGA,"Building an Autonomous Engineering Org - Angie Jones, Agentic AI Foundation",https://www.youtube.com/watch?v=whue9_YquGA,AI Engineer,,1056,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,70,JRTAtZ5iBkU,"HTML is All You Need (for Agents to Make Graphics) - Amol Kapoor, Nori",https://www.youtube.com/watch?v=JRTAtZ5iBkU,AI Engineer,,420,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,71,IddXPepIAS4,"Using Spec-Driven Development for Production Workflows - Erik Hanchett, AWS",https://www.youtube.com/watch?v=IddXPepIAS4,AI Engineer,,1067,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,72,Jx4ZFEAq6bY,"User Signal Dies at the Retrieval Boundary - Sonam Pankaj, StarlightSearch",https://www.youtube.com/watch?v=Jx4ZFEAq6bY,AI Engineer,,937,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,73,-x5GEVnkuRw,"Structuring the Unstructured - Cedric Clyburn, Red Hat",https://www.youtube.com/watch?v=-x5GEVnkuRw,AI Engineer,,1241,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,74,aHhB3sjGjkI,"Agents Building Agents - Alfonso Graziano, Nearform",https://www.youtube.com/watch?v=aHhB3sjGjkI,AI Engineer,,1814,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,75,JnubYCYunk8,"Browser Agents Don't Need Better Models. They Need Better Eyes. - Kushan Raj, ARK",https://www.youtube.com/watch?v=JnubYCYunk8,AI Engineer,,266,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,76,vh2VGuQ3zhY,"The 100-Tool Agent Is a Trap - Sohail Shaikh & Ankush Rastogi, Prosodica",https://www.youtube.com/watch?v=vh2VGuQ3zhY,AI Engineer,,1707,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,77,ij-AU9dpJjc,"Stop Writing Tone Instructions. Layer Them. - Isadora Martin-Dye, Isadora & Co",https://www.youtube.com/watch?v=ij-AU9dpJjc,AI Engineer,,1257,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,78,ZRM_TfEZcIo,"Turn 10,994 Notes Into Memory - Paul Iusztin, Decoding AI & Louis-François Bouchard, Towards AI",https://www.youtube.com/watch?v=ZRM_TfEZcIo,AI Engineer,,2372,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,79,4uFVSLgD2Q4,"Agents in Production: How OpenGov Built and Scaled OG Assist - Gabe De Mesa, OpenGov",https://www.youtube.com/watch?v=4uFVSLgD2Q4,AI Engineer,,1110,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,80,jVjt-2g8NMY,"A Genius With Amnesia - Victor Savkin, Nx",https://www.youtube.com/watch?v=jVjt-2g8NMY,AI Engineer,,1200,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,81,UPwGaM2MKHY,"The Log Is The Agent - Ishaan Sehgal, Omnara",https://www.youtube.com/watch?v=UPwGaM2MKHY,AI Engineer,,911,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,82,3hXJI2q0Jz8,"Recursive Coding Agents - Raymond Weitekamp, OpenProse",https://www.youtube.com/watch?v=3hXJI2q0Jz8,AI Engineer,,1428,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,83,vljxQZfJ9wY,"Production Evals For Agentic AI Systems - Nishant Gupta, Meta Superintelligence Labs",https://www.youtube.com/watch?v=vljxQZfJ9wY,AI Engineer,,492,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,84,ZD9-4fW2HhM,"Build Systems, Not Code - Angie Jones, Agentic AI Foundation",https://www.youtube.com/watch?v=ZD9-4fW2HhM,AI Engineer,,1179,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,85,IJXjTLPzvAU,"The Miranda Hypothesis: How Hamilton Poisoned Persona Evals - Jacob E. Thomas, Results Gen",https://www.youtube.com/watch?v=IJXjTLPzvAU,AI Engineer,,3497,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,86,0S8xe9ftGTM,6 Things to Know about AIE World's Fair 2026,https://www.youtube.com/watch?v=0S8xe9ftGTM,AI Engineer,,1070,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,87,ObTPqBGsEbA,"The Production AI Playbook: Deploying Agents at Enterprise Scale — Sandipan Bhaumik, Databricks",https://www.youtube.com/watch?v=ObTPqBGsEbA,AI Engineer,,2226,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,88,btxGmN8RvNU,"Your Agent's Biggest Lie: ""I Searched the Web"" — Rafael Levi, Bright Data",https://www.youtube.com/watch?v=btxGmN8RvNU,AI Engineer,,949,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,89,gHs5ZiY80PM,"You Might Not Need 50 Diffusion Steps — Ziv Ilan, Nvidia",https://www.youtube.com/watch?v=gHs5ZiY80PM,AI Engineer,,1126,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,90,c-2eEv2ou7Y,"Why MCP and ChatGPT Apps Use Double Iframes — Frédéric Barthelet, Alpic",https://www.youtube.com/watch?v=c-2eEv2ou7Y,AI Engineer,,1211,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,91,iUWwcG-C8OU,"Why Can't Anyone Answer Questions About the Business? — Garrett Galow, WorkOS",https://www.youtube.com/watch?v=iUWwcG-C8OU,AI Engineer,,1146,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,92,ghJmWQCIHRM,"The agent-ready web: Simplify user actions with WebMCP — Tara Agyemang, Google",https://www.youtube.com/watch?v=ghJmWQCIHRM,AI Engineer,,1294,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,93,so9l_MwS2yg,"Your Attention Is the Bottleneck, Not Your Agents — Zack Proser, WorkOS",https://www.youtube.com/watch?v=so9l_MwS2yg,AI Engineer,,1517,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,94,TNwJ1LMiENk,"Stop Making Models Bigger, Make Them Behave — Kobie Crawford, Snorkel",https://www.youtube.com/watch?v=TNwJ1LMiENk,AI Engineer,,1256,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,95,SS-A8sE7hkw,"Sovereign Escape Velocity: Ownership w Open Models — Gus Martins, & Ian Ballantyne, Google DeepMind",https://www.youtube.com/watch?v=SS-A8sE7hkw,AI Engineer,,1252,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,96,zMiSRliEzv4,"Self Driving Products: Product Signals to Pull Requests — Joshua Snyder, PostHog",https://www.youtube.com/watch?v=zMiSRliEzv4,AI Engineer,,939,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,97,zDGHt0LB-dA,"GPU Cloud Deployment Without Leaving Your IDE — Audry Hsu, RunPod",https://www.youtube.com/watch?v=zDGHt0LB-dA,AI Engineer,,1219,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,98,UM6sFg_jdlE,"RAG is dead, right?? — Kuba Rogut, Turbopuffer",https://www.youtube.com/watch?v=UM6sFg_jdlE,AI Engineer,,673,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,99,Bc6Ojl2XS1w,"From Transcription to Live Music: Gemini's Audio Stack — Thor Schaeff, Google DeepMind",https://www.youtube.com/watch?v=Bc6Ojl2XS1w,AI Engineer,,1174,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,100,gUMwt4-5kn0,2026 AI Engineer Vibe Reel,https://www.youtube.com/watch?v=gUMwt4-5kn0,AI Engineer,,67,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,101,TUnPNY4E2fw,"Road to 5 Million Tokens: Breaking Barriers in Long Context Training — Max Ryabinin, Together AI",https://www.youtube.com/watch?v=TUnPNY4E2fw,AI Engineer,,950,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,102,EcqMYoIV57A,"Why More Context Makes Your Agent Dumber and What to Do About It — Nupur Sharma, Qodo",https://www.youtube.com/watch?v=EcqMYoIV57A,AI Engineer,,1587,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,103,SKDJo2CopRs,"Why Eval++ Is the Next Great Compute Primitive — Sunil Pai & Matt Carey, Cloudflare",https://www.youtube.com/watch?v=SKDJo2CopRs,AI Engineer,,1491,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,104,JsCCrBF7F1g,"LLM Observability, Evaluation, Experimentation Platform — Dat Ngo, Arize",https://www.youtube.com/watch?v=JsCCrBF7F1g,AI Engineer,,992,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,105,ILdE7FaAjVA,"Under 5 minutes to a deployed LLM endpoint — Audry Hsu, RunPod",https://www.youtube.com/watch?v=ILdE7FaAjVA,AI Engineer,,806,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,106,zTZ0qunQXnM,"From MCP to Scale: Pipelines That Build Themselves — Rafael Levi, Bright Data",https://www.youtube.com/watch?v=zTZ0qunQXnM,AI Engineer,,1526,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,107,_xIwFcnHqp4,"Building Interactive UIs in VS Code with MCP Apps — Marlene Mhangami & Liam Hampton, GitHub",https://www.youtube.com/watch?v=_xIwFcnHqp4,AI Engineer,,966,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,108,QuuIywMG4s8,"Evals Are Broken, Use Them Anyway — Ara Khan, Cline",https://www.youtube.com/watch?v=QuuIywMG4s8,AI Engineer,,1144,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,109,KLSuFPj2ld0,"Building safe Payment Infrastructure for the autonomous economy — Steve Kaliski, Stripe",https://www.youtube.com/watch?v=KLSuFPj2ld0,AI Engineer,,1126,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,110,_B4Pv9ttFgY,"Building Agent Interfaces: Lessons from Chrome DevTools (MCP) for Agents — Michael Hablich, Google",https://www.youtube.com/watch?v=_B4Pv9ttFgY,AI Engineer,,1358,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,111,pmoDeA3RBZY,"Dark Factory: OpenClaw Ships Faster Than You Can Read the Diff — Vincent Koc, OpenClaw",https://www.youtube.com/watch?v=pmoDeA3RBZY,AI Engineer,,1004,,
ai_engineer_channel,https://www.youtube.com/@aiDotEngineer/videos,112,mFLlVpnGpds,"Beyond Transcription: Building Voice AI That Understands Conversations — Hervé Bredin, pyannoteAI",https://www.youtube.com/watch?v=mFLlVpnGpds,AI Engineer,,1520,,
